 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
0.196171,-10.3157,0.0021984,3.01236,311.806,37.9936,1.99816,8.55204,-0.991676,0.128754,-131.198,2.99639,-33.1886,-43.651,-35.3646,-35.1701,-131.455,-130.097,-131.173
0.196357,-10.3093,0.0023438,3.02143,314.803,36.8927,2.25816,8.65024,-0.992538,0.121934,-134.169,2.99741,-33.3043,-44.1313,-35.7405,-35.5456,-134.445,-133.114,-134.145
0.1969,-10.3093,0.0024175,3.02619,317.8,36.33,2.60261,8.74765,-0.993391,0.114781,-137.144,2.99878,-33.3149,-44.5901,-36.0959,-35.9003,-137.443,-136.14,-137.122
0.197777,-10.319,0.0025704,3.03616,320.799,35.1775,2.97565,8.83973,-0.994227,0.107298,-140.123,3.00053,-33.2747,-45.0219,-36.4298,-36.2332,-140.442,-139.174,-140.102
0.198927,-10.216,0.0026456,3.04137,323.8,34.5863,3.31509,8.93451,-0.995039,0.0994807,-143.106,3.00267,-33.2447,-45.4335,-36.7413,-36.5433,-143.436,-142.217,-143.086
0.2,-9.87389,0.0030827,3.05275,326.802,33.3941,3.57337,9.03814,-0.995818,0.0913568,-146.093,3.00512,-33.2713,-45.8301,-37.0289,-36.8297,-146.42,-145.267,-146.075
0.2,-9.55316,0.0033709,3.0592,329.807,32.7979,3.71186,9.15749,-0.99662,0.0821532,-149.085,3.00674,-33.3915,-46.2173,-37.2901,-37.0908,-149.39,-148.333,-149.069
0.199764,-8.96297,0.0042495,3.07441,332.814,31.6315,3.71549,9.29879,-0.997475,0.0710141,-152.081,3.00719,-33.6152,-46.5967,-37.5206,-37.3214,-152.344,-151.42,-152.066
0.199523,-8.71481,0.0047029,3.08335,335.821,31.0601,3.61876,9.46232,-0.998323,0.0578936,-155.079,3.00667,-33.9028,-46.962,-37.7147,-37.5155,-155.288,-154.531,-155.067
0.199118,-8.30389,0.0055861,3.10392,338.828,29.9324,3.48118,9.65775,-0.999085,0.0427812,-158.079,3.00544,-34.1892,-47.3161,-37.8661,-37.6672,-158.228,-157.665,-158.07
0.198522,-8.14261,0.0060227,3.11552,341.833,29.3727,3.34063,9.87568,-0.999671,0.0256572,-161.079,3.00379,-34.4309,-47.6429,-37.9689,-37.7704,-161.165,-160.826,-161.074
0.197875,-7.89362,0.0068833,3.14131,344.837,28.2527,3.21457,10.1342,-0.999979,0.0065077,-164.078,3.00205,-34.6047,-47.9532,-38.0171,-37.8192,-164.099,-164.012,-164.077
